City,Address,Coordinates
г.Енакиево,"ул.Луганское шоссе,70а/13а","(49.335513290732756, 38.035795507542886)"
г.Енакиево,г. Енакиево,"(47.84521795793385, 37.01340125519328)"
г.Енакиево,"ул. Гагарина, д. 17, помещение 15","(48.37584632520348, 39.28711107916438)"
г.Енакиево,г.Енакиево,"(49.43339740895358, 37.61904794938823)"
г.Енакиево,"ул.Луганское шоссе, 19","(46.96745636781919, 39.15391526855952)"
г.Енакиево,г.Енакиево,"(49.055368580119634, 39.566314752356426)"
г.Енакиево,"ул.Щербакова, 66 а","(49.330306887367904, 39.06511407702412)"
г.Енакиево,г. Енакиево,"(48.017218229859594, 36.776358598320684)"
г.Енакиево,"ул. Станционная, д. 31б","(49.39422364500666, 36.08055741369005)"
г.Енакиево,г. Енакиево,"(48.88590334345494, 38.756645656876486)"
г.Енакиево,"ул. Станционная, д. 31б","(47.38004284300294, 36.615485237418)"
г.Енакиево,г. Енакиево,"(49.4955845406617, 38.1697265776215)"
г.Енакиево,"ул. Станционная, д. 31б","(46.62965043746373, 36.43112866034092)"
г.Енакиево,г.Енакиево,"(47.25613150016049, 37.336503196930025)"
г.Енакиево,"ул. Коммунистическая,","(47.5433872530928, 36.915986571890784)"
г.Енакиево,21 а,"(49.50666076293582, 38.63139164980999)"
г.Енакиево,"г.Енакиево, пгт.Корсунь,  п.Щебенка","(48.32601382187372, 36.70042224472336)"
г.Енакиево,"ул.Вокзальная,20","(47.10484715171315, 39.37110636289822)"
г.Енакиево,"г. Енакиево, поселок городского типа Карло-Марксово","(49.16537361650734, 38.758243789364)"
г.Енакиево,"ул. Космонавтов,","(48.073046430381055, 38.37179586034862)"
г.Енакиево,д. 1,"(46.59531927869044, 39.23772070294429)"
г.Енакиево,"г. Енакиево, поселок городского типа Корсунь","(47.53099980786466, 39.055314000825064)"
г.Енакиево,"ул. Интернациональная, д. 96а","(49.582145616237, 38.686011395006105)"
г.Енакиево,"г.Енакиево,","(46.36929257913469, 39.271384722159425)"
г.Енакиево,"пр.Берегового, д. 50д","(49.094931311187615, 36.966618762042785)"
,г.Енакиево,"(47.95422755136903, 38.13835256438619)"
,"ул. 60 лет СССР, 78а","(48.32972509759239, 36.980451809574596)"
г.Енакиево,г.Енакиево,"(46.61279661255809, 39.525002967656484)"
г.Енакиево,"ул.Щербакова,","(49.35021685741116, 37.21869051451886)"
г.Енакиево,100,"(47.841385304731745, 36.63487647639813)"
г.Енакиево,"г.Енакиево, пгт.Александровское","(47.674211638112475, 37.75720097478636)"
г.Енакиево,"ул.Утина, 20","(46.25644522100873, 38.265659336315174)"
г.Енакиево,г.Юнокоммунаровск,"(47.1763623909845, 37.72716398480503)"
г.Енакиево,"ул.Третьякова,15","(49.67660604341067, 38.21191116339214)"
г.Енакиево,г.Енакиево,"(46.62284016585804, 38.57443654468192)"
г.Енакиево,"ул.Комсомольская,29","(46.671118915473755, 36.18543829604769)"
г.Енакиево, г. Енакиево,"(47.09951638381332, 36.842246087942286)"
г.Енакиево,"ул.Айвазовского, д. 68а","(48.42034743649141, 36.63348054175567)"
г.Енакиево, г. Енакиево,"(49.077615398765666, 37.0671403045943)"
г.Енакиево,"ул.Айвазовского, д. 68а","(47.55070239191362, 36.5051040729179)"
г.Енакиево, г. Енакиево,"(46.24376603544442, 37.803572370390825)"
г.Енакиево,"ул.Айвазовского, д. 68а","(49.27547959398113, 39.381304111690994)"
г.Енакиево,г. Енакиево,"(46.64665137578531, 38.311223455533096)"
г.Енакиево,"ул. Красная Балка, д.б/н","(48.798308035481256, 37.23310237071011)"
,"г Енакиево, проспект 50 лет Октября, д. 1","(46.36519599250766, 38.80141777513218)"
,"г. Енакиево, проспект 50 лет Октября, д. 36а","(48.289160242098845, 37.91032380278725)"
г.Енакиево,"г.Енакиево, пр. 50 лет Октября, 66","(46.965911799994, 39.425300374734356)"
,"г.Енакиево, пр. 50 лет Октября, 66","(49.51526977041245, 37.50398706222276)"
,г.Енакиево,"(47.857024498010546, 37.67675814579323)"
,"ул. Яблочкина, 30 /15","(49.68926444640572, 36.10553681642732)"
г.Енакиево,"г.Енакиево,","(48.5680286871548, 37.4343376994093)"
г.Енакиево,"пр. Металлургов, 31б","(47.5777180219969, 38.05695450869681)"
,г.Енакиево,"(46.42923232152971, 38.674681798248415)"
,"ул. 60 лет СССР,76а","(49.402052328047056, 39.14630541627778)"
,г.Енакиево,"(46.95787599972713, 37.55813069535645)"
,"ул. Макарова,30  ","(47.17739096348671, 37.783312689217354)"
,г.Енакиево,"(47.26478886764559, 36.756748333823545)"
,"ул. Раздоловская, 13","(49.35254421598914, 37.216376960300664)"
,г.Енакиево,"(46.38967300712952, 37.346008491035334)"
,"ул. Свердлова,86а, ","(47.10544426789248, 38.81535026962065)"
г.Енакиево,"г. Енакиево,","(47.15107732983658, 39.428629750782406)"
г.Енакиево,г. Юнокоммунаровск,"(48.19278218293155, 38.20698770659414)"
г.Енакиево,"ул.Юбилейная, д. 9","(46.603599691262204, 36.32359904347717)"
г.Енакиево,г.Енакиево,"(47.2706509355632, 38.563353816808586)"
г.Енакиево,"ул. Лермонтова,","(46.5703923931971, 39.55231841737386)"
г.Енакиево,д. 114б,"(46.68281933153419, 37.64853371126161)"
г.Енакиево," г.Енакиево, г.Юнокоммунаровск","(48.60715958084442, 37.84160069123477)"
г.Енакиево,"ул. Ильича, 31","(47.62599631918206, 39.45396633249263)"
г.Енакиево," г.Енакиево, г.Юнокоммунаровск","(48.799776116691035, 37.84966912493655)"
г.Енакиево,"ул.Ильича, 17","(46.92427750902788, 37.93813871691307)"
г.Енакиево,"г. Енакиево,","(48.25881456934817, 37.909367337040564)"
г.Енакиево,г. Юнокоммунаровск,"(48.72785012446445, 36.78230905659942)"
г.Енакиево,"ул. Баратынского, д. 24а","(48.925199711539875, 38.72848717974171)"
г.Енакиево," г.Енакиево, г.Юнокоммунаровск ул. Армейская,89 ","(46.501444099829534, 36.368780796883186)"
г.Енакиево," г.Енакиево, г.Юнокоммунаровск","(47.055694136196436, 36.35233044145585)"
г.Енакиево,"ул. Баратынского, 2а","(48.259875558951265, 39.140539133050154)"
г.Енакиево,"г. Енакиево,","(48.37797783511468, 38.59432294687555)"
г.Енакиево,г. Юнокоммунаровск,"(46.55887423445678, 37.65328898519821)"
г.Енакиево,"ул. Армейская, д. 104","(47.76746450888052, 39.50262674043416)"
г.Енакиево,"г.Енакиево, г.Юнокоммунаровск ул.Третьякова,17","(49.532555484277744, 38.72568078177376)"
г.Енакиево," г.Енакиево, г.Юнокоммунаровск","(49.37997930658182, 38.670600290183124)"
г.Енакиево,"ул. Армейская,112","(48.87406033182415, 38.78288082711547)"
г.Енакиево,г.Енакиево,"(47.755279104653134, 39.495121065567595)"
г.Енакиево,"ул.Айвазовского,","(49.68597760232118, 39.51561792241545)"
г.Енакиево,80-б/1,"(48.218785175893174, 37.45913684008649)"
,г. Енакиево,"(47.36217285359983, 37.137424150835216)"
,"ул.Айвазовского,80 д","(46.40904407972922, 38.65422050140602)"
г.Енакиево,"г.Енакиево, г.Юнокоммунаровск","(49.50316823299939, 39.479743676532564)"
г.Енакиево,"ул. Некрасова, 1","(49.748489722329154, 38.92691673681481)"
г.Енакиево,"г. Енакиево,","(49.06535139372512, 36.43348989241482)"
г.Енакиево,"пр. Ленина, д. 120","(48.8790405979179, 39.197701497656354)"
г.Енакиево,"г. Енакиево,","(49.79945801581702, 38.85955515448553)"
г.Енакиево,"пр. Ленина, д. 120","(48.19637938294738, 38.981276865244084)"
г.Енакиево,"г. Енакиево,","(47.54971460671195, 38.982344740924916)"
г.Енакиево,"пр. Ленина, д. 120","(49.12885098923266, 37.18051149791169)"
г.Енакиево,"г. Енакиево,","(48.92461923478614, 39.438643583383566)"
г.Енакиево,"пр. Ленина, д. 120","(46.85772842435169, 36.59584977402128)"
г.Енакиево,г. Енакиево,"(49.59827066609537, 38.35457511766975)"
г.Енакиево,"ул.Коммунистическая, 40","(48.91162526190188, 39.405621318392406)"
г.Енакиево,г. Енакиево,"(49.30022176410373, 38.61364163354053)"
г.Енакиево,"ул. Клубная, д. 7","(47.37316057242851, 38.400558320073145)"
г.Енакиево,г. Енакиево,"(48.22508088817257, 38.01241442982287)"
г.Енакиево,"ул. Броненосца Потемкина, д. 115","(46.84004652430822, 36.36451725472138)"
г.Енакиево,"г.Енакиево,пгт. Булавинское ул.Чкалова,9,  г.Енакиево, пгт.Булавинское","(47.848287420260434, 38.347407327868645)"
г.Енакиево,"ул. Октябрьская,50/48, г. Енакиево,","(47.26210064545724, 36.943425336453714)"
г.Енакиево,"пгт.Булавинское ул.Октябрьская,38","(48.734026556455554, 36.403011585084414)"
г.Енакиево,"г.Енакиево,пгт.Карло-Марксово","(46.892289269369044, 36.715454574512655)"
г.Енакиево,"ул.Юбилейная, 9/51","(48.99539491711332, 36.901413727774035)"
г.Енакиево,г.Енакиево,"(47.148658925279435, 38.62297642774522)"
г.Енакиево,"ул. Менжинского,94","(46.934236768434644, 37.87345157668645)"
г.Енакиево,г. Енакиево,"(49.57389495584255, 37.84760259475082)"
г.Енакиево,"ул. Клубная, д. 7","(49.398695055626106, 36.00351383963257)"
г.Енакиево,г.Енакиево,"(49.509881087355836, 37.81022822092755)"
г.Енакиево,"ул.Гагарина,17а","(46.87407431742068, 37.13506396209754)"
г.Енакиево,г.Енакиево,"(48.62258174692642, 37.513705509947684)"
г.Енакиево,"ул. Толбухина,16  ","(48.29624156655871, 38.70077968482218)"
г.Енакиево, г. Енакиево,"(47.096801862126114, 37.34330318024849)"
г.Енакиево,"ул. Краснофлотская, д. 144/63","(46.331292433938124, 36.544112799545246)"
г.Енакиево,"г.Енакиево,","(48.99880662575453, 38.01640989426421)"
